step,fitness,genome
4,-284.328340580882,[-459.8687903    77.11392513]
4,-286.7156337880426,[116.3354841  271.78356176]
4,-284.76240688443556,[-459.8687903     1.98296389]
4,-287.6893748458202,[-326.54498179  -59.69714671]
4,-286.7156337880426,[116.3354841  271.78356176]
4,265.2465609741843,[  1.3354841  271.78356176]
4,-287.6893748458202,[-326.54498179  -59.69714671]
4,-287.6893748458202,[-326.54498179  -59.69714671]
4,-287.6893748458202,[-326.54498179  -59.69714671]
4,-386.7941210882618,[-459.8687903   342.98296389]
4,-287.6893748458202,[-326.54498179  -59.69714671]
4,-287.6893748458202,[-326.54498179  -59.69714671]
4,-286.7156337880426,[116.3354841  271.78356176]
4,89.52598799552476,[-326.54498179  342.98296389]
4,345.54434546480627,[-459.8687903   -59.69714671]
4,-386.7941210882618,[-459.8687903   342.98296389]
4,-287.6893748458202,[-326.54498179  -59.69714671]
4,-287.6893748458202,[-326.54498179  -59.69714671]
4,-386.7941210882618,[-459.8687903   342.98296389]
4,-287.6893748458202,[-326.54498179  -59.69714671]
step,fitness,genome
5,211.51706872453883,[-326.54498179    1.98296389]
5,345.54434546480627,[-459.8687903   -59.69714671]
5,-286.7156337880426,[116.3354841  271.78356176]
5,-287.6893748458202,[-326.54498179  -59.69714671]
5,-386.7941210882618,[-459.8687903   342.98296389]
5,-386.7941210882618,[-459.8687903   342.98296389]
5,-287.6893748458202,[-326.54498179  -59.69714671]
5,265.2465609741843,[  1.3354841  271.78356176]
5,-287.6893748458202,[-326.54498179  -59.69714671]
5,-287.6893748458202,[-326.54498179  -59.69714671]
5,-386.7941210882618,[-459.8687903   342.98296389]
5,-284.76240688443556,[-459.8687903     1.98296389]
5,-284.328340580882,[-459.8687903    77.11392513]
5,-286.7156337880426,[116.3354841  271.78356176]
5,211.51706872453883,[-326.54498179    1.98296389]
5,345.54434546480627,[-459.8687903   -59.69714671]
5,-284.76240688443556,[-459.8687903     1.98296389]
5,-287.6893748458202,[-326.54498179  -59.69714671]
5,-287.6893748458202,[-326.54498179  -59.69714671]
5,-386.7941210882618,[-459.8687903   342.98296389]
5,-287.6893748458202,[-326.54498179  -59.69714671]
5,-287.6893748458202,[-326.54498179  -59.69714671]
5,-287.6893748458202,[-326.54498179  -59.69714671]
5,-287.6893748458202,[-326.54498179  -59.69714671]
5,-287.6893748458202,[-326.54498179  -59.69714671]
step,fitness,genome
6,345.54434546480627,[-459.8687903   -59.69714671]
6,89.52598799552476,[-326.54498179  342.98296389]
6,-287.6893748458202,[-326.54498179  -59.69714671]
6,-386.7941210882618,[-459.8687903   342.98296389]
6,114.36342299599796,[116.3354841  -59.69714671]
6,117.82561581030885,[-326.54498179  271.78356176]
6,-287.6893748458202,[-326.54498179  -59.69714671]
6,-386.7941210882618,[-459.8687903   342.98296389]
6,-287.6893748458202,[-326.54498179  -59.69714671]
6,-287.6893748458202,[-326.54498179  -59.69714671]
6,-386.7941210882618,[-459.8687903   342.98296389]
6,-386.7941210882618,[-459.8687903   342.98296389]
6,-386.7941210882618,[-459.8687903   342.98296389]
6,-386.7941210882618,[-459.8687903   342.98296389]
6,345.54434546480627,[-459.8687903   -59.69714671]
6,-287.6893748458202,[-326.54498179  -59.69714671]
6,-386.7941210882618,[-459.8687903   342.98296389]
6,-386.7941210882618,[-459.8687903   342.98296389]
6,211.51706872453883,[-326.54498179    1.98296389]
6,-386.7941210882618,[-459.8687903   342.98296389]
6,-287.6893748458202,[-326.54498179  -59.69714671]
6,-287.6893748458202,[-326.54498179  -59.69714671]
6,-284.76240688443556,[-459.8687903     1.98296389]
6,-284.328340580882,[-459.8687903    77.11392513]
6,-386.7941210882618,[-459.8687903   342.98296389]
step,fitness,genome
7,345.54434546480627,[-459.8687903   -59.69714671]
7,89.52598799552476,[-326.54498179  342.98296389]
7,-287.6893748458202,[-326.54498179  -59.69714671]
7,206.33125510336606,[-326.54498179    1.30285329]
7,-287.6893748458202,[-326.54498179  -59.69714671]
7,-386.7941210882618,[-459.8687903   342.98296389]
7,-386.7941210882618,[-459.8687903   342.98296389]
7,-287.6893748458202,[-326.54498179  -59.69714671]
7,-386.7941210882618,[-459.8687903   342.98296389]
7,-386.7941210882618,[-459.8687903   342.98296389]
7,-386.7941210882618,[-459.8687903   342.98296389]
7,-306.8498578755874,[  0.45501821 342.98296389]
7,-386.7941210882618,[-459.8687903   342.98296389]
7,-386.7941210882618,[-459.8687903   342.98296389]
7,-287.6893748458202,[-326.54498179  -59.69714671]
7,89.52598799552476,[-326.54498179  342.98296389]
7,-386.7941210882618,[-459.8687903   342.98296389]
7,-386.7941210882618,[-459.8687903   342.98296389]
7,-386.7941210882618,[-459.8687903   342.98296389]
7,-386.7941210882618,[-459.8687903   342.98296389]
7,89.52598799552476,[-326.54498179  342.98296389]
7,345.54434546480627,[-459.8687903   -59.69714671]
7,-386.7941210882618,[-459.8687903   342.98296389]
7,-386.7941210882618,[-459.8687903   342.98296389]
7,-386.7941210882618,[-459.8687903   342.98296389]
step,fitness,genome
8,-309.41349903692014,[  1.1312097  342.98296389]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,206.33125510336606,[-326.54498179    1.30285329]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,-287.6893748458202,[-326.54498179  -59.69714671]
8,89.52598799552476,[-326.54498179  342.98296389]
8,345.54434546480627,[-459.8687903   -59.69714671]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,-287.6893748458202,[-326.54498179  -59.69714671]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,-284.76240688443556,[-459.8687903     1.98296389]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,-386.7941210882618,[-459.8687903   342.98296389]
8,345.54434546480627,[-459.8687903   -59.69714671]
8,-386.7941210882618,[-459.8687903   342.98296389]
step,fitness,genome
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-287.6893748458202,[-326.54498179  -59.69714671]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-287.6893748458202,[-326.54498179  -59.69714671]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-284.76240688443556,[-459.8687903     1.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-284.76240688443556,[-459.8687903     1.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,-386.7941210882618,[-459.8687903   342.98296389]
9,206.33125510336606,[-326.54498179    1.30285329]
step,fitness,genome
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
10,-386.7941210882618,[-459.8687903   342.98296389]
step,fitness,genome
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-34.26955466380502,[1.1312097  1.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
11,-386.7941210882618,[-459.8687903   342.98296389]
step,fitness,genome
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
12,-386.7941210882618,[-459.8687903   342.98296389]
step,fitness,genome
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
13,-386.7941210882618,[-459.8687903   342.98296389]
step,fitness,genome
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-284.76240688443556,[-459.8687903     1.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-284.76240688443556,[-459.8687903     1.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-284.76240688443556,[-459.8687903     1.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
14,-386.7941210882618,[-459.8687903   342.98296389]
step,fitness,genome
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-309.41349903692014,[  1.1312097  342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-309.41349903692014,[  1.1312097  342.98296389]
15,-284.76240688443556,[-459.8687903     1.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-309.41349903692014,[  1.1312097  342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-284.76240688443556,[-459.8687903     1.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-386.7941210882618,[-459.8687903   342.98296389]
15,-309.41349903692014,[  1.1312097  342.98296389]
step,fitness,genome
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-309.41349903692014,[  1.1312097  342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-309.41349903692014,[  1.1312097  342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-284.76240688443556,[-459.8687903     1.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-309.41349903692014,[  1.1312097  342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
16,-309.41349903692014,[  1.1312097  342.98296389]
16,-386.7941210882618,[-459.8687903   342.98296389]
step,fitness,genome
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
17,-386.7941210882618,[-459.8687903   342.98296389]
step,fitness,genome
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-284.76240688443556,[-459.8687903     1.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-309.41349903692014,[  1.1312097  342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
18,-386.7941210882618,[-459.8687903   342.98296389]
step,fitness,genome
19,-284.76240688443556,[-459.8687903     1.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
19,-386.7941210882618,[-459.8687903   342.98296389]
step,fitness,genome
20,-284.76240688443556,[-459.8687903     1.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-284.76240688443556,[-459.8687903     1.98296389]
20,-284.76240688443556,[-459.8687903     1.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
20,-386.7941210882618,[-459.8687903   342.98296389]
step,fitness,genome
21,-386.7941210882618,[-459.8687903   342.98296389]
21,-386.7941210882618,[-459.8687903   342.98296389]
21,-386.7941210882618,[-459.8687903   342.98296389]
21,-386.7941210882618,[-459.8687903   342.98296389]
21,-386.7941210882618,[-459.8687903   342.98296389]
