step,fitness,genome
0,79.00448547318837,[ 2.02294185 -1.83109086]
0,55.16020553760656,[1.71770884 3.31765009]
0,54.614990713948956,[ 2.34873336 -1.65551256]
0,78.79992085573217,[-3.33950933 -1.23654319]
0,8.585959153700975,[-3.78505577 -2.81080728]
0,14.369349933934796,[-3.65359426 -2.62158986]
0,59.34810105591436,[-0.645753    2.96380688]
0,58.24919011126812,[2.20934239 0.1575885 ]
0,109.2535405613896,[ 1.58671666 -0.91667539]
0,14.369349933934796,[-3.65359426 -2.62158986]
0,8.585959153700975,[-3.78505577 -2.81080728]
0,62.48251434553304,[4.06399779 2.1785125 ]
0,50.489560416699476,[1.96349837 1.12384257]
0,62.48251434553304,[4.06399779 2.1785125 ]
0,90.12170313873823,[4.36606939 1.40837648]
0,54.614990713948956,[ 2.34873336 -1.65551256]
0,137.97186423504223,[ 1.16154944 -1.82253837]
0,8.585959153700975,[-3.78505577 -2.81080728]
0,93.321553201862,[-1.54428917  1.44060715]
0,18.131242721911875,[-3.92084776 -2.65077681]
0,54.614990713948956,[ 2.34873336 -1.65551256]
0,11.217032538743036,[3.40822247 0.72217596]
0,50.489560416699476,[1.96349837 1.12384257]
0,60.10262469203346,[0.83723258 2.55508243]
0,20.825168708841026,[ 3.91995827 -0.65324431]
0,78.79992085573217,[-3.33950933 -1.23654319]
0,14.369349933934796,[-3.65359426 -2.62158986]
0,120.79945830575608,[-4.10049884  1.77488694]
0,141.01469394756532,[-1.54428917  0.28501936]
0,47.746990019751614,[4.05140869 1.44060715]
0,40.69954909851048,[4.05140869 0.28501936]
0,61.28846801633721,[-4.48173077 -4.19455184]
0,10.15304133218787,[ 3.12020519 -1.53617784]
0,50.33466472042982,[ 2.84901246 -2.879209  ]
0,6.699525597692823,[2.54384999 1.98913535]
0,78.79992085573217,[-3.33950933 -1.23654319]
0,40.796195087937555,[3.74714472 2.5264772 ]
0,54.614990713948956,[ 2.34873336 -1.65551256]
0,20.825168708841026,[ 3.91995827 -0.65324431]
0,382.41074167555854,[ 3.95143386 -4.75430192]
0,58.24919011126812,[2.20934239 0.1575885 ]
0,8.585959153700975,[-3.78505577 -2.81080728]
0,28.321495673398143,[ 4.0305835  -0.60444488]
0,84.94162794593333,[ 1.92336808 -0.66841665]
0,90.12170313873823,[4.36606939 1.40837648]
0,31.169132223823382,[2.0402736  1.67986249]
0,18.131242721911875,[-3.92084776 -2.65077681]
0,18.131242721911875,[-3.92084776 -2.65077681]
0,109.2535405613896,[ 1.58671666 -0.91667539]
0,51.20069400182667,[1.56663791 1.77002701]
0,125.64301910381266,[-1.60055946  0.70047237]
0,28.321495673398143,[ 4.0305835  -0.60444488]
0,60.10262469203346,[0.83723258 2.55508243]
0,20.825168708841026,[ 3.91995827 -0.65324431]
0,67.15195597049389,[0.354247   2.96380688]
0,59.34810105591436,[-0.645753    2.96380688]
0,42.14300711913153,[1.42237917 2.55508243]
0,71.19023263964185,[0.83723258 2.07166587]
0,8.585959153700975,[-3.78505577 -2.81080728]
0,63.76719244280274,[1.54997751 3.39197829]
0,84.94162794593333,[ 1.92336808 -0.66841665]
0,38.13980859589028,[ 3.85742869 -3.04325497]
0,60.10262469203346,[0.83723258 2.55508243]
0,8.585959153700975,[-3.78505577 -2.81080728]
0,50.894872108551446,[-2.89009329  1.67986249]
0,21.315398169692504,[2.0402736  2.22051478]
0,78.81466569167969,[3.07651237 3.54550636]
0,31.169132223823382,[2.0402736  1.67986249]
0,77.30541971809197,[-1.12719992  1.98913535]
0,6.774372822488681,[2.54384999 1.98098391]
0,83.41106353166249,[ 2.82856425 -3.28598364]
0,14.369349933934796,[-3.65359426 -2.62158986]
0,23.781846107338446,[ 3.85742869 -2.81080728]
0,2.401835579236082,[-3.78505577 -3.04325497]
0,3.7653402169484904,[-3.57305222 -3.01446016]
0,61.94345171692509,[-1.3873873   2.15408661]
0,50.33466472042982,[ 2.84901246 -2.879209  ]
0,83.41106353166249,[ 2.82856425 -3.28598364]
0,20.004170008615457,[2.44911746 1.3853726 ]
0,127.12861789286325,[4.55244928 1.5502514 ]
0,9.991048059572469,[-3.8417632  -2.79829953]
0,38.13980859589028,[ 3.85742869 -3.04325497]
0,24.77791937016243,[-2.89009329  2.22051478]
0,28.321495673398143,[ 4.0305835  -0.60444488]
0,14.369349933934796,[-3.65359426 -2.62158986]
0,14.369349933934796,[-3.65359426 -2.62158986]
0,68.65503223258712,[0.75580649 3.2116346 ]
0,136.8023567188199,[ 1.16460644 -1.08419112]
0,54.614990713948956,[ 2.34873336 -1.65551256]
0,50.33466472042982,[ 2.84901246 -2.879209  ]
0,61.94345171692509,[-1.3873873   2.15408661]
0,78.81466569167969,[3.07651237 3.54550636]
0,54.614990713948956,[ 2.34873336 -1.65551256]
0,170.42024106062007,[-0.21888489  0.07173085]
0,50.33466472042982,[ 2.84901246 -2.879209  ]
0,63.578697646496174,[ 2.22834827 -1.76584572]
0,78.79992085573217,[-3.33950933 -1.23654319]
0,50.489560416699476,[1.96349837 1.12384257]
0,107.72754274375065,[-1.89238744 -2.27902661]
0,101.23681332530393,[-2.94494163  0.2995642 ]
step,fitness,genome
1,43.58947891559886,[2.0402736  1.22051478]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,50.489560416699476,[1.96349837 1.12384257]
1,50.33466472042982,[ 2.84901246 -2.879209  ]
1,24.057973589910272,[ 3.12020519 -2.62158986]
1,69.44659607411597,[-3.65359426 -1.53617784]
1,11.217032538743036,[3.40822247 0.72217596]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,101.7346171050232,[ 2.0402736  -2.81080728]
1,88.47638370690251,[-3.78505577  1.67986249]
1,54.614990713948956,[ 2.34873336 -1.65551256]
1,6.699525597692823,[2.54384999 1.98913535]
1,14.423192407072836,[-3.57305222 -2.62158986]
1,2.8974799843410257,[-3.65359426 -3.01446016]
1,14.369349933934796,[-3.65359426 -2.62158986]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,14.369349933934796,[-3.65359426 -2.62158986]
1,59.34810105591436,[-0.645753    2.96380688]
1,9.991048059572469,[-3.8417632  -2.79829953]
1,20.825168708841026,[ 3.91995827 -0.65324431]
1,58.04528712244099,[-3.57305222  1.98553984]
1,10.15304133218787,[ 3.12020519 -1.53617784]
1,31.298918247107775,[ 4.05140869 -2.81080728]
1,98.58570656897712,[-3.78505577  1.44060715]
1,50.489560416699476,[1.96349837 1.12384257]
1,10.15304133218787,[ 3.12020519 -1.53617784]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,3.7653402169484904,[-3.57305222 -3.01446016]
1,55.16020553760656,[1.71770884 3.31765009]
1,18.131242721911875,[-3.92084776 -2.65077681]
1,24.77791937016243,[-2.89009329  2.22051478]
1,28.321495673398143,[ 4.0305835  -0.60444488]
1,3.7653402169484904,[-3.57305222 -3.01446016]
1,54.614990713948956,[ 2.34873336 -1.65551256]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,18.131242721911875,[-3.92084776 -2.65077681]
1,38.13980859589028,[ 3.85742869 -3.04325497]
1,28.321495673398143,[ 4.0305835  -0.60444488]
1,40.796195087937555,[3.74714472 2.5264772 ]
1,18.131242721911875,[-3.92084776 -2.65077681]
1,114.44203443107581,[-3.78505577 -0.65324431]
1,39.95904716947996,[ 3.91995827 -3.04325497]
1,6.699525597692823,[2.54384999 1.98913535]
1,14.369349933934796,[-3.65359426 -2.62158986]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,28.321495673398143,[ 4.0305835  -0.60444488]
1,99.68819697955406,[-3.33950933 -0.60444488]
1,18.1472507188821,[ 4.0305835  -1.23654319]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,2.401835579236082,[-3.78505577 -3.04325497]
1,48.7112840758815,[-4.48173077 -2.879209  ]
1,230.8152650226434,[ 2.84901246 -4.19455184]
1,62.48251434553304,[4.06399779 2.1785125 ]
1,11.217032538743036,[3.40822247 0.72217596]
1,86.47098303551412,[1.05140869 1.44060715]
1,42.14300711913153,[1.42237917 2.55508243]
1,38.13980859589028,[ 3.85742869 -3.04325497]
1,14.369349933934796,[-3.65359426 -2.62158986]
1,28.321495673398143,[ 4.0305835  -0.60444488]
1,24.77791937016243,[-2.89009329  2.22051478]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,18.131242721911875,[-3.92084776 -2.65077681]
1,20.825168708841026,[ 3.91995827 -0.65324431]
1,40.69954909851048,[4.05140869 0.28501936]
1,28.321495673398143,[ 4.0305835  -0.60444488]
1,18.131242721911875,[-3.92084776 -2.65077681]
1,14.369349933934796,[-3.65359426 -2.62158986]
1,14.369349933934796,[-3.65359426 -2.62158986]
1,50.489560416699476,[1.96349837 1.12384257]
1,18.131242721911875,[-3.92084776 -2.65077681]
1,18.131242721911875,[-3.92084776 -2.65077681]
1,126.76874044629488,[1.05140869 0.28501936]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,40.69954909851048,[4.05140869 0.28501936]
1,14.369349933934796,[-3.65359426 -2.62158986]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,40.796195087937555,[3.74714472 2.5264772 ]
1,3.7653402169484904,[-3.57305222 -3.01446016]
1,14.369349933934796,[-3.65359426 -2.62158986]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,18.131242721911875,[-3.92084776 -2.65077681]
1,3.7653402169484904,[-3.57305222 -3.01446016]
1,37.709819436707456,[ 2.84901246 -2.62158986]
1,5.86869869593589,[-3.65359426 -2.879209  ]
1,11.217032538743036,[3.40822247 0.72217596]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,18.131242721911875,[-3.92084776 -2.65077681]
1,28.321495673398143,[ 4.0305835  -0.60444488]
1,14.369349933934796,[-3.65359426 -2.62158986]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,54.614990713948956,[ 2.34873336 -1.65551256]
1,2.401835579236082,[-3.78505577 -3.04325497]
1,14.369349933934796,[-3.65359426 -2.62158986]
1,14.369349933934796,[-3.65359426 -2.62158986]
1,8.585959153700975,[-3.78505577 -2.81080728]
1,28.321495673398143,[ 4.0305835  -0.60444488]
1,9.991048059572469,[-3.8417632  -2.79829953]
1,14.369349933934796,[-3.65359426 -2.62158986]
1,6.699525597692823,[2.54384999 1.98913535]
step,fitness,genome
2,8.585959153700975,[-3.78505577 -2.81080728]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,3.7653402169484904,[-3.57305222 -3.01446016]
2,24.77791937016243,[-2.89009329  2.22051478]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,2.8974799843410257,[-3.65359426 -3.01446016]
2,3.7653402169484904,[-3.57305222 -3.01446016]
2,2.401835579236082,[-3.78505577 -3.04325497]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,9.991048059572469,[-3.8417632  -2.79829953]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,2.401835579236082,[-3.78505577 -3.04325497]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,48.7112840758815,[-4.48173077 -2.879209  ]
2,40.796195087937555,[3.74714472 2.5264772 ]
2,155.82681491362402,[ 1.42694778 -3.01446016]
2,18.131242721911875,[-3.92084776 -2.65077681]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,5.86869869593589,[-3.65359426 -2.879209  ]
2,2.8974799843410257,[-3.65359426 -3.01446016]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,2.401835579236082,[-3.78505577 -3.04325497]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,6.699525597692823,[2.54384999 1.98913535]
2,39.95904716947996,[ 3.91995827 -3.04325497]
2,10.15304133218787,[ 3.12020519 -1.53617784]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,2.401835579236082,[-3.78505577 -3.04325497]
2,10.15304133218787,[ 3.12020519 -1.53617784]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,6.699525597692823,[2.54384999 1.98913535]
2,127.90776126065333,[-3.78505577  0.18919272]
2,3.7653402169484904,[-3.57305222 -3.01446016]
2,18.131242721911875,[-3.92084776 -2.65077681]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,9.991048059572469,[-3.8417632  -2.79829953]
2,3.7653402169484904,[-3.57305222 -3.01446016]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,3.7653402169484904,[-3.57305222 -3.01446016]
2,9.991048059572469,[-3.8417632  -2.79829953]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,24.77791937016243,[-2.89009329  2.22051478]
2,3.7653402169484904,[-3.57305222 -3.01446016]
2,38.13980859589028,[ 3.85742869 -3.04325497]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,2.8974799843410257,[-3.65359426 -3.01446016]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,2.8974799843410257,[-3.65359426 -3.01446016]
2,6.699525597692823,[2.54384999 1.98913535]
2,6.699525597692823,[2.54384999 1.98913535]
2,6.699525597692823,[2.54384999 1.98913535]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,39.95904716947996,[ 3.91995827 -3.04325497]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,11.217032538743036,[3.40822247 0.72217596]
2,117.90591679819595,[-3.65359426  0.37841014]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,127.90776126065333,[-3.78505577  0.18919272]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,11.217032538743036,[3.40822247 0.72217596]
2,2.401835579236082,[-3.78505577 -3.04325497]
2,3.7653402169484904,[-3.57305222 -3.01446016]
2,6.699525597692823,[2.54384999 1.98913535]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,18.131242721911875,[-3.92084776 -2.65077681]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,18.131242721911875,[-3.92084776 -2.65077681]
2,10.15304133218787,[ 3.12020519 -1.53617784]
2,2.401835579236082,[-3.78505577 -3.04325497]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,14.423192407072836,[-3.57305222 -2.62158986]
2,2.401835579236082,[-3.78505577 -3.04325497]
2,8.585959153700975,[-3.78505577 -2.81080728]
2,14.369349933934796,[-3.65359426 -2.62158986]
2,7.79226652729656,[-3.65359426 -2.81080728]
2,2.980955751034669,[-3.78505577 -3.01446016]
step,fitness,genome
3,2.980955751034669,[-3.78505577 -3.01446016]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,2.8974799843410257,[-3.65359426 -3.01446016]
3,127.90776126065333,[-3.78505577  0.18919272]
3,2.8974799843410257,[-3.65359426 -3.01446016]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,9.991048059572469,[-3.8417632  -2.79829953]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,3.7653402169484904,[-3.57305222 -3.01446016]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,6.699525597692823,[2.54384999 1.98913535]
3,3.7653402169484904,[-3.57305222 -3.01446016]
3,3.7653402169484904,[-3.57305222 -3.01446016]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,3.7653402169484904,[-3.57305222 -3.01446016]
3,2.8974799843410257,[-3.65359426 -3.01446016]
3,3.7653402169484904,[-3.57305222 -3.01446016]
3,2.8974799843410257,[-3.65359426 -3.01446016]
3,2.980955751034669,[-3.78505577 -3.01446016]
3,2.8974799843410257,[-3.65359426 -3.01446016]
3,3.7653402169484904,[-3.57305222 -3.01446016]
3,3.7653402169484904,[-3.57305222 -3.01446016]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,6.699525597692823,[2.54384999 1.98913535]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,6.699525597692823,[2.54384999 1.98913535]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,5.86869869593589,[-3.65359426 -2.879209  ]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,10.15304133218787,[ 3.12020519 -1.53617784]
3,2.980955751034669,[-3.78505577 -3.01446016]
3,5.86869869593589,[-3.65359426 -2.879209  ]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,6.699525597692823,[2.54384999 1.98913535]
3,2.8974799843410257,[-3.65359426 -3.01446016]
3,2.401835579236082,[-3.78505577 -3.04325497]
3,3.7653402169484904,[-3.57305222 -3.01446016]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,11.217032538743036,[3.40822247 0.72217596]
3,3.7653402169484904,[-3.57305222 -3.01446016]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,8.585959153700975,[-3.78505577 -2.81080728]
3,5.86869869593589,[-3.65359426 -2.879209  ]
