step,fitness,genome
0,-0.8668117160307478,[-0.26810182 -2.25525226]
0,-0.7159988000511475,[ 0.41614078 -1.14861024]
0,4.401810217448206,[-0.89592803  0.37548147]
0,2.9454603813796534,[2.59161364 0.44226038]
0,-1.0776493219226913,[ 0.1609958  -1.65552703]
0,-1.363516940966993,[-1.33653043 -2.20864683]
0,-0.5206875628439054,[-0.80846458 -2.73563108]
0,-0.8668117160307478,[-0.26810182 -2.25525226]
0,4.51026634448262,[-0.94440905  0.36737139]
0,0.5225658831922426,[ 0.74565841 -1.52535708]
0,2.3740145652063744,[1.21627521 0.8951841 ]
0,1.8793480131033178,[ 0.19153542 -2.73563108]
0,1.264497895581059,[-1.47972996 -0.69794217]
0,-0.3901600539303782,[-0.05556297 -2.27996946]
0,-0.8595232746055261,[-0.89592803 -2.62451853]
0,1.427027050337423,[ 0.46457277 -2.35810794]
0,2.4698234567124224,[-0.20837808  0.31266719]
0,-0.5206875628439054,[-0.80846458 -2.73563108]
0,2.9454603813796534,[2.59161364 0.44226038]
0,-1.4802503771671907,[-1.1195298  -1.57092555]
0,-1.4802503771671907,[-1.1195298  -1.57092555]
0,-0.2126328507655748,[-0.52884998 -0.46795124]
0,1.427027050337423,[ 0.46457277 -2.35810794]
0,5.018834597013466,[1.19689408 2.07056399]
0,-0.9355596377977458,[-1.287375   -2.83047582]
0,1.427027050337423,[ 0.46457277 -2.35810794]
0,1.93410662932948,[ 1.38085064 -0.40586202]
0,-1.363516940966993,[-1.33653043 -2.20864683]
0,4.51026634448262,[-0.94440905  0.36737139]
0,0.33592756407819857,[-0.91374425 -0.49090217]
0,-0.8595232746055261,[-0.89592803 -2.62451853]
0,-1.4802503771671907,[-1.1195298  -1.57092555]
0,4.346429095082049,[1.87962744 2.63192662]
0,-0.8668117160307478,[-0.26810182 -2.25525226]
0,-0.5206875628439054,[-0.80846458 -2.73563108]
0,1.427027050337423,[ 0.46457277 -2.35810794]
0,-0.9355596377977458,[-1.287375   -2.83047582]
0,1.264497895581059,[-1.47972996 -0.69794217]
0,-0.2126328507655748,[-0.52884998 -0.46795124]
0,-0.8595232746055261,[-0.89592803 -2.62451853]
0,-0.8595232746055261,[-0.89592803 -2.62451853]
0,2.3740145652063744,[1.21627521 0.8951841 ]
0,3.8236565912632687,[1.25348712 1.72771661]
0,2.3740145652063744,[1.21627521 0.8951841 ]
0,-0.2126328507655748,[-0.52884998 -0.46795124]
0,3.5008721126321722,[1.02471906 1.29286978]
0,0.33592756407819857,[-0.91374425 -0.49090217]
0,-1.2222974247078593,[-1.21350641 -2.51206863]
0,-0.3901600539303782,[-0.05556297 -2.27996946]
0,1.8628448625910687,[1.42374619 0.13245186]
0,-1.2222974247078593,[-1.21350641 -2.51206863]
0,-1.363516940966993,[-1.33653043 -2.20864683]
0,2.115381277865307,[1.67656187 0.20482644]
0,-1.0776493219226913,[ 0.1609958  -1.65552703]
0,0.7007419095499463,[ 0.09262776 -2.51103136]
0,0.5225658831922426,[ 0.74565841 -1.52535708]
0,-1.4802503771671907,[-1.1195298  -1.57092555]
0,0.33592756407819857,[-0.91374425 -0.49090217]
0,3.6787027537364327,[ 1.64615546 -1.02173834]
0,-0.8668117160307478,[-0.26810182 -2.25525226]
0,-1.463513981876785,[-0.26833766 -1.93517116]
0,3.6787027537364327,[ 1.64615546 -1.02173834]
0,-0.9355596377977458,[-1.287375   -2.83047582]
0,2.2058821913155486,[1.65339636 1.43274909]
0,-0.7159988000511475,[ 0.41614078 -1.14861024]
0,-0.3901600539303782,[-0.05556297 -2.27996946]
0,-1.4802503771671907,[-1.1195298  -1.57092555]
0,1.994387735008222,[2.19689408 2.07056399]
0,1.9091515267729624,[1.46637507 0.13959603]
0,2.2058821913155486,[1.65339636 1.43274909]
0,-0.9355596377977458,[-1.287375   -2.83047582]
0,0.572190619988235,[ 0.09381506 -0.12215702]
