N,p_m,p_c,tournament_size,iteration,generation,average_fitness,best_fitness,best_genome,solution_found,num_solutions_found,diversity_metric
100,0.01,0.1,2,0,0,29.291744785500512,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,1,13.705996174249409,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,2,4.862689336769692,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,3,8.265891693750115,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,4,8.41659589888545,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,5,22.491430121151346,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,6,5.1385900840605085,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,7,5.044343339193082,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,8,9.800449667352854,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,9,5.028921382030038,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,10,0.25739309670722604,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,11,10.74411960590845,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,12,5.028921382030038,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,13,7.859931197696926,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,14,0.25739309670722604,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,15,0.25739309670722604,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,16,6.916261259141298,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,17,5.97259132058567,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,18,0.25739309670722604,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,19,2.144732973818487,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,20,9.800449667352853,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,21,0.25739309670722604,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,22,5.028921382030038,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,23,1.2010630352628542,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,24,10.744119605908478,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,25,5.972591320585665,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,26,0.25739309670722604,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,27,10.74411960590845,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,28,5.028921382030038,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,0,29,5.972591320585667,0.25739309670722654,"[0.57802109, 0.30594335]",0,0,0
100,0.01,0.1,2,1,0,55.72249539028865,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,1,16.514797424777086,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,2,9.61818153464468,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,3,5.546892040113319,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,4,10.81730228452358,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,5,6.667957137982975,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,6,2.005672323219159,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,7,6.796435963921648,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,8,12.13490755009525,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,9,6.603225224598865,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,10,5.586483088459779,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,11,16.0546560640826,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,12,5.116492624183747,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,13,13.050409905776956,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,14,0.10941569367437348,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,15,5.578497413623788,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,16,6.579912799725649,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,17,17.518076239624566,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,18,0.10941569367437348,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,19,0.10941569367437348,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,20,16.51666085352271,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,21,8.582743571929406,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,22,11.047579133573235,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,23,1.1108310797762537,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,24,11.047579133573265,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,25,13.050409905777006,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,26,1.1108310797762504,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,27,11.04757913357326,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,28,5.578497413623785,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,1,29,21.98574257347205,0.10941569367437368,"[0.66929528, 0.44866387]",0,0,0
100,0.01,0.1,2,2,0,38.13608527914301,0.45546059894701896,"[0.38089996, 0.11821924]",0,0,0
100,0.01,0.1,2,2,1,10.25225958826192,0.45546059894701896,"[0.38089996, 0.11821924]",0,0,0
100,0.01,0.1,2,2,2,8.193096765911369,0.45546059894701896,"[0.38089996, 0.11821924]",0,0,0
100,0.01,0.1,2,2,3,5.184269463432716,0.45546059894701896,"[0.38089996, 0.11821924]",0,0,0
100,0.01,0.1,2,2,4,0.9845775247427104,0.45546059894701896,"[0.38089996, 0.11821924]",0,0,0
100,0.01,0.1,2,2,5,3.9301451493309663,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,6,3.7503070846079254,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,7,0.503904379106311,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,8,1.4040491384679052,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,9,6.3966212371607325,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,10,0.45196895894444494,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,11,3.197906845930989,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,12,4.212339174878636,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,13,5.9444432997751235,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,14,4.212239413735705,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,15,3.1974579207878016,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,16,11.438414057749764,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,17,2.480035527696293,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,18,5.944443299775122,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,19,1.4652540347483858,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,20,4.212239413735705,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,21,4.212239413735704,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,22,1.4652540347483853,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,23,5.94444329977515,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,24,1.4652540347483856,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,25,4.212239413735704,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,26,7.974006285670976,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,27,4.212239413735703,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,28,4.212239413735702,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,2,2,29,0.45047254180048435,0.450472541800484,"[0.33290913, 0.11821924]",0,0,0
100,0.01,0.1,3,0,0,22.072923117070072,0.100686549854506,"[0.68387381, 0.47042344]",0,0,0
