step,fitness,genome
0,228.3943322924563,[ 3.51973752 -5.60314143]
0,70.74100915404692,[ 7.08306798 -2.77577503]
0,26.613291104911085,[ 4.3085434  -0.82239111]
0,208.16859516790598,[6.0732213  4.63072804]
0,308.39481616103143,[-9.00804956  5.94472224]
0,448.1848747763854,[3.99542421 9.89918919]
0,185.1933836932103,[-6.35417955  4.69186988]
0,140.23222459313936,[-0.7904601   9.61815402]
0,34.84626843822056,[-2.41964667  7.39686744]
0,26.613291104911085,[ 4.3085434  -0.82239111]
0,7.341159899812374,[3.01023001 1.50784656]
0,1491.8228511303714,[-9.41415527 -4.77211962]
0,184.1251736388625,[-0.06067046  9.8834371 ]
0,139.05018264689818,[3.71211864 5.84648143]
0,217.64482667502142,[1.45697277 9.22637056]
0,228.3943322924563,[ 3.51973752 -5.60314143]
0,72.65859716362539,[ 1.235651   -0.99794702]
0,185.1933836932103,[-6.35417955  4.69186988]
0,52.96349899155619,[ 4.31656237 -2.22868168]
0,448.1848747763854,[3.99542421 9.89918919]
0,139.28078956184564,[ 9.68590316 -4.78298206]
0,217.64482667502142,[1.45697277 9.22637056]
0,34.85396336630801,[-3.39517997  6.38787018]
0,139.28078956184564,[ 9.68590316 -4.78298206]
0,93.5679597367729,[ 8.14346663 -3.30052954]
0,104.06446808424477,[3.66420663 5.14152771]
0,140.23222459313936,[-0.7904601   9.61815402]
0,88.42990910272877,[4.01451691 4.38503624]
0,242.2759746302171,[-7.79491039  5.49621099]
0,139.05018264689818,[3.71211864 5.84648143]
0,34.84626843822056,[-2.41964667  7.39686744]
0,207.136948268666,[-2.45343455 -0.3310159 ]
0,116.18741566225889,[4.63910562 4.3863859 ]
0,430.41030888342175,[8.70413878 4.88123434]
0,45.68416604073593,[ 5.86784878 -1.67292566]
0,632.1769716905837,[-9.64494335  2.26165517]
0,218.2018112035139,[-3.07203715  0.11995694]
0,173.2973770317244,[ 7.61861895 -6.64107433]
0,191.22326221049562,[ 5.7779343  -6.30197664]
0,142.5471163994718,[0.11746129 9.01913067]
0,234.42813810742896,[7.35497739 3.60343948]
0,169.07974076449884,[-8.204081   8.5415871]
0,208.16859516790598,[6.0732213  4.63072804]
0,133.90105861488516,[-7.44712385  8.71232488]
0,7.264606888144238,[-0.78453814  3.87402967]
0,34.84626843822056,[-2.41964667  7.39686744]
0,26.613291104911085,[ 4.3085434  -0.82239111]
0,496.6310694509035,[-6.78654566  0.42586738]
0,669.9434881023454,[6.54377798 9.65211642]
0,26.613291104911085,[ 4.3085434  -0.82239111]
0,613.4810507602068,[-6.72947984 -0.87564378]
0,185.1933836932103,[-6.35417955  4.69186988]
0,372.6092853959593,[ 1.18929977 -5.7832969 ]
0,613.4810507602068,[-6.72947984 -0.87564378]
0,330.1035674415812,[-0.87597134 -3.54619607]
0,662.2179921735394,[7.58203927 8.54395839]
0,169.07974076449884,[-8.204081   8.5415871]
0,91.46228652717645,[ 8.07032639 -3.20053293]
0,34.371069318561794,[0.71211864 5.84648143]
0,224.2324100597092,[ 9.36176954 -8.12513132]
0,72.65859716362539,[ 1.235651   -0.99794702]
0,218.2018112035139,[-3.07203715  0.11995694]
0,132.62067957644365,[0.80026066 8.30855573]
0,316.80141374064414,[-9.62398281  6.73185587]
0,308.39481616103143,[-9.00804956  5.94472224]
0,151.77285857285545,[-1.59226474 -0.21158607]
0,139.05018264689818,[3.71211864 5.84648143]
0,360.58433435247093,[ 0.73787846 -5.28101134]
0,964.6693106382374,[-4.07251489 -6.49451241]
0,168.13420372492084,[-0.20738531  9.7193455 ]
0,564.4766307200845,[ 2.02376026 -8.42645916]
0,173.2973770317244,[ 7.61861895 -6.64107433]
0,218.2018112035139,[-3.07203715  0.11995694]
0,51.71563351104295,[ 4.36176416 -2.19432684]
0,1040.2973578721576,[-8.68005824 -2.45921821]
0,140.91788174657793,[-7.7983251   9.47671034]
0,126.21195203350837,[ 8.67517642 -5.14896928]
0,632.1769716905837,[-9.64494335  2.26165517]
0,93.5679597367729,[ 8.14346663 -3.30052954]
0,308.39481616103143,[-9.00804956  5.94472224]
0,669.9434881023454,[6.54377798 9.65211642]
0,412.6930448023745,[-4.67983028 -0.87782438]
0,383.4287272978216,[-7.55132173  2.74452948]
0,126.21195203350837,[ 8.67517642 -5.14896928]
0,152.73604684068044,[4.09728441 5.72733029]
0,91.46228652717645,[ 8.07032639 -3.20053293]
0,448.1848747763854,[3.99542421 9.89918919]
0,40.740667776701926,[4.68924093 1.85092634]
0,689.7954229078034,[9.45926407 6.82493462]
0,34.84626843822056,[-2.41964667  7.39686744]
0,133.90105861488516,[-7.44712385  8.71232488]
0,594.2618408070991,[-7.79491039  0.49621099]
0,185.1933836932103,[-6.35417955  4.69186988]
0,632.1769716905837,[-9.64494335  2.26165517]
0,70.74100915404692,[ 7.08306798 -2.77577503]
0,448.1848747763854,[3.99542421 9.89918919]
0,360.58433435247093,[ 0.73787846 -5.28101134]
0,139.05018264689818,[3.71211864 5.84648143]
0,26.613291104911085,[ 4.3085434  -0.82239111]
0,262.71596750633745,[-1.68710665 -1.91740731]
step,fitness,genome
1,448.1848747763854,[3.99542421 9.89918919]
1,7.264606888144238,[-0.78453814  3.87402967]
1,34.84626843822056,[-2.41964667  7.39686744]
1,40.740667776701926,[4.68924093 1.85092634]
1,217.64482667502142,[1.45697277 9.22637056]
1,139.28078956184564,[ 9.68590316 -4.78298206]
1,133.90105861488516,[-7.44712385  8.71232488]
1,133.90105861488516,[-7.44712385  8.71232488]
1,142.5471163994718,[0.11746129 9.01913067]
1,173.2973770317244,[ 7.61861895 -6.64107433]
1,308.39481616103143,[-9.00804956  5.94472224]
1,217.64482667502142,[1.45697277 9.22637056]
1,234.42813810742896,[7.35497739 3.60343948]
1,45.68416604073593,[ 5.86784878 -1.67292566]
1,34.371069318561794,[0.71211864 5.84648143]
1,34.85396336630801,[-3.39517997  6.38787018]
1,45.68416604073593,[ 5.86784878 -1.67292566]
1,104.06446808424477,[3.66420663 5.14152771]
1,88.42990910272877,[4.01451691 4.38503624]
1,70.74100915404692,[ 7.08306798 -2.77577503]
1,496.6310694509035,[-6.78654566  0.42586738]
1,26.613291104911085,[ 4.3085434  -0.82239111]
1,139.05018264689818,[3.71211864 5.84648143]
1,330.1035674415812,[-0.87597134 -3.54619607]
1,52.96349899155619,[ 4.31656237 -2.22868168]
1,142.5471163994718,[0.11746129 9.01913067]
1,34.371069318561794,[0.71211864 5.84648143]
1,208.16859516790598,[6.0732213  4.63072804]
1,430.41030888342175,[8.70413878 4.88123434]
1,34.85396336630801,[-3.39517997  6.38787018]
1,383.4287272978216,[-7.55132173  2.74452948]
1,34.84626843822056,[-2.41964667  7.39686744]
1,133.90105861488516,[-7.44712385  8.71232488]
1,224.2324100597092,[ 9.36176954 -8.12513132]
1,185.1933836932103,[-6.35417955  4.69186988]
1,72.65859716362539,[ 1.235651   -0.99794702]
1,132.62067957644365,[0.80026066 8.30855573]
1,34.84626843822056,[-2.41964667  7.39686744]
1,116.18741566225889,[4.63910562 4.3863859 ]
1,594.2618408070991,[-7.79491039  0.49621099]
1,234.42813810742896,[7.35497739 3.60343948]
1,7.341159899812374,[3.01023001 1.50784656]
1,26.613291104911085,[ 4.3085434  -0.82239111]
1,34.84626843822056,[-2.41964667  7.39686744]
1,26.613291104911085,[ 4.3085434  -0.82239111]
1,173.2973770317244,[ 7.61861895 -6.64107433]
1,126.21195203350837,[ 8.67517642 -5.14896928]
1,184.1251736388625,[-0.06067046  9.8834371 ]
1,139.05018264689818,[3.71211864 5.84648143]
1,217.64482667502142,[1.45697277 9.22637056]
1,151.77285857285545,[-1.59226474 -0.21158607]
1,40.740667776701926,[4.68924093 1.85092634]
1,51.71563351104295,[ 4.36176416 -2.19432684]
1,139.28078956184564,[ 9.68590316 -4.78298206]
